Date,Day of Week,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
5/19/2014,Monday,1293,1305.5,1289.8,1293.6,0.4,1293.8,610,1327
5/16/2014,Friday,1295.5,1298.3,1287.5,1291.8,0.2,1293.4,491,1302
5/15/2014,Thursday,1306.9,1307,1287.5,1296.2,12.3,1293.6,741,1282
5/14/2014,Wednesday,1294.2,1309.4,1291.8,1307,11.1,1305.9,862,1297
5/13/2014,Tuesday,1296,1298.8,1287.6,1293.9,1,1294.8,737,1268
5/12/2014,Monday,1288.6,1304.1,1277.9,1295.3,8.2,1295.8,1119,1394
5/9/2014,Friday,1290.4,1294.5,1285.5,1289.3,0.1,1287.6,468,1389
5/8/2014,Thursday,1290.5,1295.3,1284.8,1290,1.2,1287.7,655,1390
5/7/2014,Wednesday,1308.6,1314.6,1285.9,1289.7,19.7,1288.9,1525,1432
5/6/2014,Tuesday,1309.9,1314,1304.4,1307.3,0.7,1308.6,517,1403
5/5/2014,Monday,1301,1315.9,1296,1310.4,6.4,1309.3,731,1442
5/2/2014,Friday,1284.2,1304.7,1272.2,1299.3,19.5,1302.9,1612,1455
5/1/2014,Thursday,1292.7,1293.1,1277.3,1284.5,12.5,1283.4,876,1399
4/30/2014,Wednesday,1294.2,1298.5,1285,1291.2,0.4,1295.9,1159,1424
4/29/2014,Tuesday,1296.5,1301.8,1286.5,1295.5,2.7,1296.3,796,1450
4/28/2014,Monday,1303.6,1306.5,1292.4,1296.1,1.8,1299,748,1442
4/25/2014,Friday,1331.6,1341.9,1301.8,1301.8,10.2,1300.7,11,11
4/24/2014,Thursday,1311.7,1323.1,1311.7,1314.2,6.3,1290.5,13,24
4/23/2014,Wednesday,1284.2,1284.2,1284.2,1284.2,3.6,1284.2,3,27
4/22/2014,Tuesday,1280.6,1291,1280.6,1291,7.4,1280.6,1,28
4/21/2014,Monday,1288,1288,1288,1288,5.4,1288,0,28
4/17/2014,Thursday,1303.1,1310,1303.1,1303.1,9.7,1293.4,1,29
4/16/2014,Wednesday,1303.1,1303.1,1303.1,1303.1,3.1,1303.1,0,29
4/15/2014,Tuesday,1305,1307,1305,1306.1,27.2,1300,8,37
4/14/2014,Monday,1322,1332,1322,1332,8.5,1327.2,7,44
4/11/2014,Friday,1321.5,1322,1321.5,1322,1.4,1318.7,1,45
4/10/2014,Thursday,1320.1,1321,1320.1,1321,14.6,1320.1,0,45
4/9/2014,Wednesday,1310,1313,1308,1313,3.2,1305.5,2,55
4/8/2014,Tuesday,1309.5,1314.1,1309.5,1312,10.7,1308.7,1,55
4/7/2014,Monday,1298,1298,1298,1298,5.2,1298,0,55
4/4/2014,Friday,1310.1,1311.4,1310.1,1311.4,18.8,1303.2,3,56
4/3/2014,Thursday,1294.9,1295.8,1285,1285,6.1,1284.4,4,60
4/2/2014,Wednesday,1282.9,1303.2,1281.8,1300.7,10.9,1290.5,31,83
4/1/2014,Tuesday,1286.7,1293.2,1280.7,1280.7,3.8,1279.6,15,92
3/31/2014,Monday,1297.5,1298.4,1282.7,1282.7,10.4,1283.4,81,218
3/28/2014,Friday,1291.1,1298.7,1286.8,1294.5,0.9,1293.8,288,713
3/27/2014,Thursday,1306.8,1307.4,1288.6,1290.4,8.7,1294.7,624,1019
3/26/2014,Wednesday,1311.5,1317,1297.5,1304.3,8,1303.4,1528,1015
3/25/2014,Tuesday,1307.1,1318.1,1305.6,1311,0.2,1311.4,826,1049
3/24/2014,Monday,1335.2,1335.4,1308,1309.2,24.8,1311.2,1531,1010
3/21/2014,Friday,1330.1,1342.8,1328.5,1334.9,5.5,1336,961,1019
3/20/2014,Thursday,1332,1335.3,1321,1327.6,10.8,1330.5,1173,1123
3/19/2014,Wednesday,1357.2,1360,1327.4,1331,17.7,1341.3,2186,926
3/18/2014,Tuesday,1366.9,1367.7,1351.2,1355.4,13.9,1359,1540,915
3/17/2014,Monday,1387,1392.2,1361.8,1367.6,6.1,1372.9,1466,851
3/14/2014,Friday,1372.2,1388.2,1367.4,1382.5,6.6,1379,1601,1013
3/13/2014,Thursday,1367.5,1375.2,1364.7,1370.6,1.9,1372.4,882,1025
3/12/2014,Wednesday,1347.2,1371.2,1345.9,1366.9,23.8,1370.5,1414,918
3/11/2014,Tuesday,1341.3,1352.7,1337.8,1349.8,5.2,1346.7,1143,830
3/7/2014,Friday,1350,1354,1326.6,1340,13.6,1338.2,1788,762
3/6/2014,Thursday,1335.3,1353.8,1331.3,1351.2,11.5,1351.8,1137,992
3/5/2014,Wednesday,1334.5,1341.9,1332.9,1336.7,2.4,1340.3,688,999
