Business_Week,Platinum_Change,Platinum_Settle,Platinum_Volume,Platinum_Prev. Day Open Interest,Date,Open Interest,Money Manager Shorts,Money Manager Longs,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Ten_Yr_Futures_Change,Ten_Yr_Futures_Settle,Ten_Yr_Futures_Volume,Ten_Yr_Futures_Prev. Day Open Interest,USD_Change,USD_Settle,USD_Volume,USD_Wave,USD_Prev. Day Open Interest,ZAR_Change,ZAR_Settle,ZAR_Volume,ZAR_Wave,ZAR_Prev. Day Open Interest
"[2008-05-14, 2008-05-20]",0.0,2112.02,2539.2,,2008-05-20,17225.0,513.0,9630.0,337.0,5826.0,0.0,115.2875,1170534.6,2162817.2,-0.9150000000000001,73.142,7633.4,,34373.8,0.09549999999999999,7.632400000000001,1.2,,3442.8
"[2008-05-21, 2008-05-27]",0.0,2168.7,2527.4,,2008-05-27,17295.0,378.0,9827.0,438.0,6026.0,0.0,115.17578125,1257189.25,2150627.5,-0.10000000000000003,72.19800000000001,4761.0,,39320.0,0.0735,7.747399999999999,0.0,,4207.666666666667
"[2008-05-28, 2008-06-03]",0.0,2019.72,2936.4,,2008-06-03,15395.0,256.0,8233.0,775.0,6176.0,0.0,114.459375,895840.0,2173565.8,0.8799999999999999,72.994,6307.6,,37398.8,0.002499999999999971,7.729299999999999,0.0,,1915.0
"[2008-06-04, 2008-06-10]",0.0,2022.5,2047.6,,2008-06-10,16138.0,329.0,8850.0,792.0,6164.0,0.0,114.8,54947.4,2057543.0,0.44000000000000006,73.125,8979.0,,41750.6,0.1985,7.910299999999999,,,1321.5
"[2008-06-11, 2008-06-17]",0.0,2040.2599999999998,1654.6,,2008-06-17,16146.0,310.0,8885.0,854.0,6061.0,0.0,113.06875,13461.6,1991143.6,-0.05499999999999999,73.73100000000001,5223.8,,47424.2,0.091,8.002875,33.0,,
"[2008-06-18, 2008-06-24]",0.0,2054.2599999999998,2664.4,,2008-06-24,15051.0,238.0,8582.0,693.0,6430.0,0.0,112.9125,480440.6,1903463.8,-0.24000000000000002,73.66999999999999,3261.6,,23380.0,-0.0315,8.205200000000001,10.0,,3050.0
"[2008-06-25, 2008-07-01]",0.0,2058.06,1371.4,,2008-07-01,15141.0,306.0,8646.0,787.0,6404.0,0.0,113.6125,1015567.0,1849640.8,-0.9299999999999999,72.84400000000001,4495.6,,32193.8,-0.1345,8.054300000000001,,,3650.0
"[2008-07-02, 2008-07-08]",0.0,2015.02,238.8,,2008-07-08,14647.0,339.0,7436.0,1316.0,6082.0,0.0,114.6640625,961405.0,1853097.25,0.645,72.93699999999998,4564.2,,35781.6,-0.14750000000000002,7.9256,,,
"[2008-07-09, 2008-07-15]",0.0,2005.92,208.8,,2008-07-15,13943.0,335.0,6929.0,943.0,5969.0,0.0,115.196875,1166095.2,1816087.6,-1.185,72.456,5000.6,,35705.6,-0.1295,7.821600000000001,4.0,,1075.0
"[2008-07-16, 2008-07-22]",0.0,1873.8399999999997,3.4,,2008-07-22,14632.0,372.0,6535.0,2493.0,5341.0,0.0,113.921875,1005321.6,1799890.4,0.5449999999999999,72.42999999999999,3562.0,,37851.6,-0.1745,7.692,,,1724.0
"[2008-07-23, 2008-07-29]",0.0,1754.4599999999998,0.2,,2008-07-29,13406.0,216.0,5554.0,2584.0,4804.0,0.0,113.796875,942887.6,1742297.8,0.8300000000000001,73.12100000000001,6651.4,,39217.0,-0.14450000000000002,7.6536,10.0,,
"[2008-07-30, 2008-08-05]",0.0,1659.72,2303.8,,2008-08-05,12078.0,434.0,4837.0,2180.0,4409.0,0.0,114.703125,918277.2,1790666.0,0.55,73.64099999999999,5383.4,,33916.2,0.007499999999999996,7.4054,,,4445.0
"[2008-08-06, 2008-08-12]",0.0,1552.7,1816.4,,2008-08-12,12258.0,270.0,4831.0,2680.0,4335.0,0.0,115.196875,875449.2,1842289.6,2.2649999999999997,75.556,8053.6,,32066.0,0.43999999999999995,7.7247,,,4393.0
"[2008-08-13, 2008-08-19]",0.0,1431.3200000000002,3358.4,,2008-08-19,12563.0,250.0,5413.0,2513.0,4513.0,0.0,115.99375,689227.8,1863605.6,0.665,76.965,7610.8,,37467.8,-0.075,7.8870000000000005,,,4191.4
"[2008-08-20, 2008-08-26]",0.0,1428.42,1582.2,,2008-08-26,12355.0,72.0,5285.0,2396.0,4977.0,0.0,116.515625,881469.8,1814641.8,0.3599999999999999,76.91399999999999,6248.4,,42843.6,0.03300000000000002,7.794500000000001,,,5482.4
"[2008-08-27, 2008-09-02]",0.0,1451.92,2478.2,,2008-09-02,12994.0,195.0,5640.0,2554.0,5309.0,0.0,116.97265625,806273.0,1828058.5,0.795,77.562,5193.6,,45232.2,-0.04599999999999999,7.787400000000001,65.0,,6627.0
"[2008-09-03, 2008-09-09]",0.0,1348.54,2053.8,,2008-09-09,13142.0,324.0,5426.0,2751.0,5348.0,0.0,117.696875,73741.8,1731544.4,1.15,78.959,13838.8,,60474.0,0.155,7.9206,18.666666666666668,,
"[2008-09-10, 2008-09-16]",0.0,1157.9,2454.4,,2008-09-16,13405.0,299.0,5736.0,2842.0,5458.0,0.0,118.05,19989.6,1711053.4,-0.5,79.316,4513.4,,81883.8,0.1515,8.141,65.0,,1625.0
"[2008-09-17, 2008-09-23]",0.0,1175.96,3403.6,,2008-09-23,14572.0,405.0,6823.0,2659.0,5301.0,0.0,117.35,360383.0,1634328.0,-1.44,77.564,7404.6,,40106.8,0.004999999999999921,8.2609,,,
"[2008-09-24, 2008-09-30]",0.0,1120.08,2915.4,,2008-09-30,14679.0,396.0,6776.0,3124.0,7183.0,0.0,115.11875,795538.0,1520570.0,2.71,77.58500000000001,5335.0,,47815.2,0.1185,8.3356,,,
"[2008-10-01, 2008-10-07]",0.0,988.2,48.8,,2008-10-07,14850.0,592.0,6497.0,2998.0,5149.0,0.0,116.340625,823454.6,1463988.2,1.86,80.785,6236.8,,45699.2,0.6000000000000001,8.7369,,,
"[2008-10-08, 2008-10-14]",0.0,1006.04,13.6,,2008-10-14,15240.0,625.0,6455.0,3098.0,5162.0,0.0,113.28125,702294.0,1408134.4,0.4200000000000002,81.915,5862.0,,46127.6,0.24199999999999994,9.3385,5.0,,
"[2008-10-15, 2008-10-21]",0.0,908.64,16.8,,2008-10-21,15106.0,450.0,6075.0,3315.0,5419.0,0.0,112.740625,585939.6,1398232.0,2.775,83.17,4773.6,,45694.2,1.357,10.3481,4.0,,
"[2008-10-22, 2008-10-28]",0.0,800.36,35.6,,2008-10-28,15434.0,470.0,5940.0,3285.0,5896.0,0.0,115.140625,577554.6,1334756.8,3.185,86.748,7229.8,,42996.4,-0.04799999999999982,11.254999999999999,,,2124.0
"[2008-10-29, 2008-11-04]",0.0,832.9400000000002,1048.6,,2008-11-04,15761.0,735.0,5991.0,3617.0,6246.0,0.0,113.928125,483016.8,1268280.6,-2.23,85.918,5633.2,,38901.8,-0.738,10.0017,,,1977.0
"[2008-11-05, 2008-11-11]",0.0,851.6600000000001,1623.0,,2008-11-11,16055.0,593.0,6457.0,3629.0,6683.0,0.0,115.5,390266.4,1251041.8,2.3200000000000003,86.42399999999999,3319.4,,38552.0,0.5609999999999999,10.197199999999999,,,1813.0
"[2008-11-12, 2008-11-18]",0.0,832.8,1485.8,,2008-11-18,16731.0,537.0,6638.0,3892.0,6818.0,0.0,117.18125,518489.8,1220541.8,0.05999999999999994,87.42599999999999,3512.2,,38246.8,0.05299999999999999,10.3835,,,1668.4
"[2008-11-19, 2008-11-25]",0.0,836.18,1818.8,,2008-11-25,17358.0,666.0,6710.0,4451.0,7184.0,0.0,120.203125,783608.0,1220815.4,-2.6899999999999995,87.123,5647.2,,38493.4,-0.627,10.3908,,,3040.5
"[2008-11-26, 2008-12-02]",0.0,853.2,559.2,,2008-12-02,17325.0,700.0,6526.0,4386.0,7108.0,0.0,123.83203125,251520.25,1153310.25,1.76,86.379,2750.6,,40176.2,0.592,10.217899999999998,,,3038.5
"[2008-12-03, 2008-12-09]",0.0,821.28,8.6,,2008-12-09,16054.0,727.0,5890.0,4204.0,6396.0,0.0,125.890625,31363.6,1097514.4,-0.9450000000000001,86.475,4349.8,,41679.2,-0.217,10.2574,2.0,,
"[2008-12-10, 2008-12-16]",0.0,849.6200000000001,15.0,,2008-12-16,17045.0,697.0,5974.0,4036.0,6875.0,0.0,127.253125,10578.4,1088659.6,-3.612,83.5192,3886.2,,38447.2,-0.044000000000000004,10.137625,,,
"[2008-12-17, 2008-12-23]",0.0,866.64,7.6,,2008-12-22,18191.0,722.0,6233.0,3935.0,7525.0,0.0,129.33125,44937.4,1073269.6,2.1100000000000003,81.9156,3659.2,,13399.0,-0.4225,9.96063,,,
"[2008-12-24, 2008-12-30]",0.0,904.625,10.5,,2008-12-30,18320.0,607.0,6422.0,4281.0,7390.0,0.0,127.2734375,70266.75,1031241.5,-0.12,81.7425,1732.5,,15561.75,-0.31349999999999995,9.788374999999998,,,
"[2008-12-31, 2009-01-06]",0.0,958.6500000000001,11.5,,2009-01-06,18386.0,666.0,6759.0,4139.0,7721.0,0.0,124.64453125,291630.0,1034749.0,1.2850000000000001,83.0625,3881.75,,15617.5,0.02600000000000001,9.522625,,,
"[2009-01-07, 2009-01-13]",0.0,989.0200000000001,53.6,,2009-01-13,18294.0,580.0,7075.0,3984.0,7996.0,0.0,125.578125,409495.0,1025859.0,1.2750000000000001,83.529,3715.8,,14810.2,0.6945000000000001,10.0287,,,
"[2009-01-14, 2009-01-20]",0.0,945.86,204.2,,2009-01-20,17832.0,932.0,6638.0,3918.0,7502.0,0.0,126.6953125,542321.0,1028683.0,1.8700000000000003,85.47800000000001,3281.0,,14364.6,0.27049999999999996,10.3018,,,2625.0
"[2009-01-21, 2009-01-27]",0.0,954.32,21.4,,2009-01-27,18522.0,1160.0,6852.0,3787.0,7947.0,0.0,124.234375,546248.0,1029078.4,-1.935,85.794,4077.8,,17434.2,-0.31599999999999995,10.2515,,,
"[2009-01-28, 2009-02-03]",0.0,978.3,51.4,10885.0,2009-02-03,18927.0,749.0,7310.0,3516.0,8319.0,0.0,123.121875,527220.6,1067127.8,0.5,85.86699999999999,4901.4,,18645.6,0.047500000000000014,10.1973,,,
"[2009-02-04, 2009-02-10]",0.0,1001.0599999999998,20.8,6215.0,2009-02-10,19945.0,790.0,7747.0,3529.0,8741.0,0.0,122.19375,547660.2,1049047.6,0.7050000000000001,85.853,4542.0,,19335.6,-0.17650000000000005,9.9041,,,1947.0
"[2009-02-11, 2009-02-17]",0.0,1081.78,64.0,5657.8,2009-02-17,20510.0,613.0,8621.0,3120.0,8842.0,0.0,123.7421875,608049.75,1057028.0,1.7850000000000001,86.84700000000001,5525.0,,21920.0,0.31250000000000006,10.1748,5.0,,2062.8
"[2009-02-18, 2009-02-24]",0.0,1083.8400000000001,103.6,1067.0,2009-02-24,20870.0,661.0,8650.0,3068.0,9134.0,0.0,123.109375,783387.4,969864.0,-0.8700000000000001,87.452,5672.2,,25588.6,-0.4075,10.1267,,,2709.6
"[2009-02-25, 2009-03-03]",0.0,1065.8200000000002,301.8,1746.4,2009-03-03,19443.0,800.0,7965.0,3412.0,8454.0,0.0,122.153125,492001.4,1017121.4,1.9700000000000002,88.447,5518.2,,24731.8,0.58,10.2394,,,2733.6
"[2009-03-04, 2009-03-10]",0.0,1063.24,406.6,2835.4,2009-03-10,20179.0,1347.0,8301.0,3512.0,8846.0,0.0,122.875,44674.0,988279.4,-0.08000000000000002,88.878,8631.0,,30416.8,-0.13450000000000004,10.513,,,1760.8
"[2009-03-11, 2009-03-17]",0.0,1058.92,1122.2,5549.2,2009-03-17,19900.0,1363.0,7901.0,3672.0,8651.0,0.0,122.925,17292.2,987500.0,-2.05,87.357,3613.8,,24732.4,-0.445,9.999625,2.0,,1466.75
"[2009-03-18, 2009-03-24]",0.0,1112.5,1943.4,10414.4,2009-03-24,20940.0,1590.0,7941.0,3095.0,9284.0,0.0,125.425,230081.4,1036755.8,-0.6500000000000001,84.63,6444.2,,19773.6,-0.44800000000000006,9.781099999999999,,,2852.6
"[2009-03-25, 2009-03-31]",0.0,1134.08,2764.8,17714.8,2009-03-31,20101.0,1888.0,8150.0,2972.0,8655.0,0.0,123.6,554217.4,1014761.4,1.565,85.336,4405.6,,24489.6,-0.030499999999999992,9.687100000000001,,,4437.2
"[2009-04-01, 2009-04-07]",0.0,1160.7,1261.2,20311.6,2009-04-07,20969.0,1796.0,8571.0,2899.0,8931.0,0.0,122.73125,546912.2,991606.6,-0.23000000000000015,85.229,4486.8,,23827.4,-0.32749999999999996,9.299600000000002,,,5755.4
"[2009-04-08, 2009-04-14]",0.0,1212.0,1343.25,20879.25,2009-04-14,21052.0,1668.0,8682.0,3143.0,9124.0,0.0,122.9453125,459468.75,1007038.75,0.40499999999999997,85.41,3896.75,,23621.25,0.008500000000000004,9.221875,,,5574.25
"[2009-04-15, 2009-04-21]",0.0,1195.4199999999998,1283.8,20452.4,2009-04-21,19879.0,1947.0,8388.0,3563.0,8576.0,0.0,122.946875,560683.4,1021284.6,1.9650000000000003,86.20500000000001,5323.4,,23480.8,-0.15050000000000002,9.1408,,,5924.2
"[2009-04-22, 2009-04-28]",0.0,1160.52,1706.0,19880.4,2009-04-28,19767.0,2005.0,8552.0,3444.0,8318.0,0.0,121.903125,618640.6,1010286.0,-1.565,85.68100000000001,5213.4,,22566.0,-0.3395,8.902099999999999,,,6559.8
"[2009-04-29, 2009-05-05]",0.0,1113.94,1504.6,19977.4,2009-05-05,20510.0,1925.0,8308.0,3563.0,8703.0,0.0,120.934375,527711.2,1021996.2,-1.03,84.50899999999999,4506.4,,23194.8,-0.223,8.511,,,7323.8
"[2009-05-06, 2009-05-12]",0.0,1140.06,1545.0,20524.4,2009-05-12,20600.0,1907.0,8218.0,3620.0,9072.0,0.0,120.85625,648002.4,1106015.8,-1.875,83.18,5439.8,,24984.2,0.0,8.446200000000001,,,7179.4
"[2009-05-13, 2009-05-19]",0.0,1126.48,1420.0,20635.0,2009-05-19,21174.0,2091.0,8934.0,3438.0,8822.0,0.0,121.28125,582237.4,1142042.8,-0.365,82.59100000000001,5118.0,,29303.0,-0.018249999999999975,8.619900000000001,,,7016.0
"[2009-05-20, 2009-05-26]",0.0,1150.98,1502.8,21419.0,2009-05-26,21840.0,2297.0,9422.0,3303.0,9232.0,0.0,119.6953125,865201.5,1167007.0,-1.85,80.419,7695.4,,32991.2,-0.15975,8.324549999999999,,,8272.2
"[2009-05-27, 2009-06-02]",0.0,1190.1799999999998,2855.8,21646.8,2009-06-02,23162.0,2335.0,9610.0,3021.0,9316.0,0.0,117.5875,693709.8,1201064.4,-1.7350000000000003,79.595,6935.6,,38760.8,-0.34850000000000003,8.0451,,,10083.4
"[2009-06-03, 2009-06-09]",0.0,1265.18,4028.2,21772.0,2009-06-09,24233.0,2031.0,11229.0,2438.0,10087.0,0.0,116.00625,27403.8,1100442.8,1.355,80.102,10062.8,,43582.4,0.103,8.103950000000001,,,4944.8
"[2009-06-10, 2009-06-16]",0.0,1247.9199999999998,2562.0,22337.2,2009-06-16,23901.0,1932.0,11253.0,2339.0,10444.0,0.0,116.00625,7164.0,1085203.0,1.036,80.33340000000001,6939.2,,40690.4,-0.013999999999999974,8.0393125,,,2823.0
"[2009-06-17, 2009-06-23]",0.0,1191.6999999999998,3425.6,20133.6,2009-06-23,23276.0,786.0,11296.0,2330.0,10496.0,0.0,115.85625,252003.0,1047386.2,-0.39999999999999997,80.7632,4558.8,,16379.4,0.10550000000000001,8.2655,,,5633.0
"[2009-06-24, 2009-06-30]",0.0,1184.56,2889.8,15642.8,2009-06-30,22996.0,856.0,11306.0,2426.0,10817.0,0.0,116.103125,756659.0,1030357.2,0.25,80.443,5718.8,,20243.8,-0.433,8.02595,,,4848.4
"[2009-07-01, 2009-07-07]",0.0,1168.9599999999998,325.0,25724.4,2009-07-07,21965.0,861.0,10870.0,2107.0,9970.0,0.0,116.80859375,652682.0,1045159.0,0.43999999999999995,80.49600000000001,4163.8,,20866.6,0.30650000000000005,8.023349999999999,,,5977.6
"[2009-07-08, 2009-07-14]",0.0,1108.04,4.0,22063.8,2009-07-14,21566.0,1344.0,10807.0,2219.0,9358.0,0.0,118.259375,762227.2,1036864.2,-0.495,80.43100000000001,4689.4,,20618.4,0.248,8.332749999999999,,,5200.4
"[2009-07-15, 2009-07-21]",0.0,1168.02,8.0,21265.8,2009-07-21,21774.0,1267.0,11533.0,1997.0,9531.0,0.0,116.978125,818429.8,1043047.4,-1.28,79.29499999999999,6073.8,,25426.4,-0.4985,8.062899999999999,,,3017.8
"[2009-07-22, 2009-07-28]",0.0,1190.16,10.8,21444.2,2009-07-28,22289.0,936.0,11464.0,1775.0,10042.0,0.0,116.353125,703331.0,1071167.4,-0.09000000000000002,78.896,5232.4,,27369.4,0.018250000000000016,7.82475,,,5680.6
"[2009-07-29, 2009-08-04]",0.0,1217.4599999999998,1958.8,38892.8,2009-08-04,23272.0,843.0,12478.0,1525.0,11322.0,0.0,116.340625,791252.6,1090573.4,-1.1199999999999997,78.654,7001.0,,26013.6,0.006499999999999999,7.889749999999999,,,7364.4
"[2009-08-05, 2009-08-11]",0.0,1264.2,2644.6,23583.2,2009-08-11,24264.0,881.0,13362.0,1295.0,11929.0,0.0,115.5875,788150.2,1138905.8,1.4049999999999998,78.70700000000002,6949.6,,29664.2,0.22474999999999995,8.0951,,,5393.4
"[2009-08-12, 2009-08-18]",0.0,1246.7,2314.8,24627.8,2009-08-18,25878.0,814.0,15172.0,1196.0,11787.0,0.0,117.14375,747324.6,1136340.8,-0.25,78.984,6168.0,,26962.4,-0.08124999999999999,8.123700000000001,,,3985.8
"[2009-08-19, 2009-08-25]",0.0,1247.7,1743.4,26350.8,2009-08-25,27053.0,767.0,15874.0,1088.0,12623.0,0.0,117.734375,837954.4,1139145.2,-0.74,78.34400000000001,5822.8,,26004.0,-0.2275,7.9029500000000015,,,6541.8
"[2009-08-26, 2009-09-01]",0.0,1239.1200000000001,2060.6,26140.8,2009-09-01,26857.0,751.0,14944.0,1017.0,12502.0,0.0,118.259375,693387.6,1171734.8,0.51,78.43700000000001,8110.4,,27574.8,0.07,7.838900000000001,,,18554.4
"[2009-09-02, 2009-09-08]",0.0,1259.92,3481.0,25477.0,2009-09-08,26908.0,647.0,15859.0,253.0,12931.0,0.0,118.828125,44703.75,1127007.0,-1.4650000000000003,78.09400000000001,8985.2,,36004.2,-0.391,7.644299999999999,,,8104.0
"[2009-09-09, 2009-09-15]",0.0,1308.36,3532.8,25869.0,2009-09-15,29051.0,623.0,16928.0,309.0,14977.0,0.0,118.93125,12762.0,1123769.4,-0.608,76.8068,6521.2,,36664.4,-0.059500000000000004,7.519375,7.0,,3166.25
"[2009-09-16, 2009-09-22]",0.0,1338.2400000000002,4098.0,26182.4,2009-09-22,30270.0,577.0,18090.0,181.0,16380.0,0.0,118.275,138745.4,1096336.4,-0.125,76.63640000000001,5310.6,,27879.8,-0.005000000000000018,7.51845,,,10353.0
"[2009-09-23, 2009-09-29]",0.0,1295.56,5588.2,22184.8,2009-09-29,28591.0,653.0,17167.0,403.0,15948.0,0.0,117.921875,738433.2,1126927.8,1.01,77.011,8268.0,,33032.2,0.037000000000000005,7.54245,,,10986.2
"[2009-09-30, 2009-10-06]",0.0,1293.1799999999998,101.2,26754.2,2009-10-06,29743.0,658.0,17893.0,365.0,16494.0,0.0,119.025,954746.2,1196961.8,-0.8649999999999999,76.964,8607.6,,29140.6,-0.030750000000000013,7.6431,,,10969.4
"[2009-10-07, 2009-10-13]",0.0,1338.06,25.6,29223.2,2009-10-13,31813.0,755.0,19105.0,317.0,17326.0,0.0,118.921875,723925.8,1242953.6,-0.32999999999999996,76.37400000000001,8135.6,,33443.0,-0.06325,7.459350000000001,,,9414.4
"[2009-10-14, 2009-10-20]",0.0,1351.3799999999999,11.4,31089.2,2009-10-20,32227.0,859.0,18567.0,277.0,17804.0,0.0,118.184375,815206.4,1254089.6,-0.435,75.678,12274.8,,35907.8,0.013500000000000012,7.385299999999999,,,10195.0
"[2009-10-21, 2009-10-27]",0.0,1349.42,6.2,31751.8,2009-10-27,31649.0,715.0,18046.0,110.0,18295.0,0.0,117.715625,907661.2,1240985.6,0.5499999999999999,75.685,15660.2,,38068.8,0.291,7.577800000000001,,,8470.2
"[2009-10-28, 2009-11-03]",0.0,1331.2400000000002,1800.6,55162.2,2009-11-03,31269.0,747.0,18034.0,120.0,18141.0,0.0,118.24375,967369.8,1248201.0,0.29,76.43099999999998,18676.6,,35171.6,0.17900000000000002,7.91815,,,5083.2
"[2009-11-04, 2009-11-10]",0.0,1359.76,2076.4,61795.4,2009-11-09,32774.0,628.0,18370.0,157.0,18704.0,0.0,118.2875,850748.6,1281863.0,-1.46,75.575,17914.4,,36687.4,-0.47375,7.57205,,,4909.0
"[2009-11-11, 2009-11-17]",0.0,1405.72,3476.2,63469.8,2009-11-17,34656.0,659.0,18987.0,335.0,19852.0,0.0,119.26875,692253.6,1330522.8,0.355,75.353,16343.0,,40368.4,0.07350000000000001,7.46935,,,5502.8
"[2009-11-18, 2009-11-24]",0.0,1449.8399999999997,2891.6,64421.8,2009-11-24,34981.0,749.0,19206.0,334.0,19805.0,0.0,119.675,867426.8,1360420.8,-0.34000000000000014,75.33200000000001,14614.4,,41371.8,-0.03525,7.54415,,,6118.8
"[2009-11-25, 2009-12-01]",0.0,1468.35,4021.25,64097.75,2009-12-01,35855.0,699.0,19957.0,360.0,19884.0,0.0,120.88671875,608805.0,1379619.75,-0.71,74.72,14874.4,,40301.0,-0.161,7.41965,,,11188.4
"[2009-12-02, 2009-12-08]",0.0,1466.94,5082.6,59700.0,2009-12-08,34120.0,716.0,18477.0,399.0,19075.0,0.0,119.878125,41572.6,1265349.8,1.9150000000000003,75.49699999999999,24056.6,,48509.0,0.25675000000000003,7.450750000000001,4.0,,7019.8
"[2009-12-09, 2009-12-15]",0.0,1431.1799999999998,4287.6,48400.0,2009-12-15,32909.0,719.0,18295.0,342.0,17979.0,0.0,119.21875,9947.8,1197960.2,0.08399999999999996,76.30760000000001,12387.4,,46038.4,-0.12324999999999997,7.5389375,,,1519.0
"[2009-12-16, 2009-12-22]",0.0,1426.64,4346.8,33366.2,2009-12-22,32478.0,693.0,17471.0,381.0,17412.0,0.0,118.790625,7533.4,1172620.2,1.275,77.94579999999999,16510.0,,47121.2,0.26375,7.735200000000001,,,6271.2
"[2009-12-23, 2009-12-29]",0.0,1460.5249999999999,2835.0,14332.75,2009-12-29,32473.0,616.0,17398.0,505.0,17582.0,0.0,115.75390625,267653.0,1145837.75,-0.265,78.15125,9088.75,,61432.25,-0.27899999999999997,7.63325,,,4645.0
"[2009-12-30, 2010-01-05]",0.0,1490.1000000000001,440.75,3245.5,2010-01-05,33582.0,325.0,18185.0,773.0,18285.0,0.0,115.7578125,509938.5,1203817.0,0.05499999999999999,78.04375,14483.0,,64318.25,-0.0007499999999999972,7.4530625,,,4513.0
"[2010-01-06, 2010-01-12]",0.0,1566.3999999999999,46.0,375.6,2010-01-12,34502.0,537.0,18596.0,632.0,17529.0,0.0,116.125,815123.0,1230005.6,-0.7300000000000002,77.53900000000002,19910.4,,58862.8,0.10425000000000001,7.47195,,,5632.4
"[2010-01-13, 2010-01-19]",0.0,1599.2,11.75,73.25,2010-01-19,34352.0,910.0,19047.0,566.0,17181.0,0.0,116.875,903087.25,1291112.5,0.5299999999999999,77.242,11513.6,,50928.4,-0.0455,7.4901,,,6401.6
"[2010-01-20, 2010-01-26]",0.0,1559.4600000000003,7.2,35.2,2010-01-26,34697.0,1092.0,18964.0,616.0,16382.0,0.0,117.7375,864391.4,1318290.2,0.96,78.481,20305.4,,53278.4,0.14475,7.6503,,,5873.2
"[2010-01-27, 2010-02-02]",0.0,1517.7,9.6,6600.6,2010-02-02,35072.0,1180.0,19108.0,657.0,15822.0,0.0,117.878125,965798.6,1397056.8,0.5700000000000001,79.244,20517.8,,62201.2,-0.07800000000000001,7.628200000000001,,,4872.2
"[2010-02-03, 2010-02-09]",0.0,1506.8,20.6,32918.6,2010-02-09,34328.0,1155.0,18220.0,637.0,15405.0,0.0,118.28125,1136454.0,1424889.8,0.81,80.13000000000001,32588.0,,66391.0,0.21849999999999997,7.7441,,,4747.0
"[2010-02-10, 2010-02-16]",0.0,1517.15,0.75,32179.0,2010-02-16,35157.0,1277.0,18373.0,569.0,16062.0,0.0,118.015625,947789.25,1417823.75,-0.23500000000000001,80.16799999999999,23565.6,,58875.0,-0.052750000000000005,7.754900000000001,,,4694.2
"[2010-02-17, 2010-02-23]",0.0,1525.4,13.8,32307.0,2010-02-23,34994.0,1168.0,18968.0,546.0,16116.0,0.0,117.459375,1172402.6,1385051.8,1.155,80.631,23583.2,,58526.8,0.09999999999999998,7.7002,,,5929.0
"[2010-02-24, 2010-03-02]",0.0,1537.54,4.8,32259.2,2010-03-02,35100.0,1060.0,19588.0,417.0,16128.0,0.0,118.6625,722395.8,1445574.8,-0.33499999999999996,80.699,25626.6,,56901.8,-0.2005,7.729699999999999,,,11284.4
"[2010-03-03, 2010-03-09]",0.0,1586.7399999999998,0.0,31304.0,2010-03-09,35953.0,1184.0,20179.0,456.0,16668.0,0.0,118.653125,40201.2,1362217.6,0.029999999999999916,80.42499999999998,24713.8,,67581.4,-0.21475,7.44255,,,7722.8
"[2010-03-10, 2010-03-16]",0.0,1609.66,0.2,30753.8,2010-03-16,36930.0,893.0,20340.0,346.0,17360.0,0.0,118.384375,8017.8,1378603.8,-0.42999999999999994,80.194,18254.4,,51811.6,-0.003750000000000005,7.4136875,5.0,,3386.5
"[2010-03-17, 2010-03-23]",0.0,1615.58,0.2,25699.8,2010-03-23,38255.0,929.0,20578.0,312.0,17428.0,0.0,118.309375,125870.0,1443135.0,1.268,80.7182,18160.4,,40398.6,-0.036250000000000004,7.4375,,,7570.8
"[2010-03-24, 2010-03-30]",0.0,1606.86,508.0,16259.0,2010-03-30,38113.0,1002.0,20582.0,528.0,17609.0,0.0,115.89375,1135708.0,1505921.4,0.6199999999999999,81.9702,22249.4,,56709.0,0.03149999999999999,7.527900000000001,,,7248.0
"[2010-03-31, 2010-04-06]",0.0,1677.9750000000001,107.0,2968.75,2010-04-06,38393.0,612.0,21095.0,361.0,17013.0,0.0,115.56875,771507.4,1525131.8,-0.16799999999999993,81.30619999999999,19154.6,,52880.0,-0.15375,7.3461,,,7402.0
"[2010-04-07, 2010-04-13]",0.0,1719.52,47.0,205.2,2010-04-13,38060.0,635.0,21758.0,252.0,17055.0,0.0,116.1125,990723.4,1619368.4,-0.9449999999999998,81.1742,20808.0,,48923.6,0.05199999999999999,7.35545,,,7519.4
"[2010-04-14, 2010-04-20]",0.0,1710.8200000000002,19.0,128.2,2010-04-20,37813.0,681.0,20872.0,379.0,16692.0,0.0,116.6625,1016750.0,1636793.8,0.5160000000000001,80.8132,21929.8,,44939.8,0.0845,7.4472,,,7104.6
"[2010-04-21, 2010-04-27]",0.0,1736.28,20.2,84.4,2010-04-27,37661.0,666.0,20479.0,323.0,18070.0,0.0,116.940625,1096161.0,1671665.0,1.169,81.67420000000001,21584.6,,44520.8,0.07200000000000001,7.48775,,,5787.0
"[2010-04-28, 2010-05-04]",0.0,1720.98,0.0,7260.2,2010-05-04,36691.0,408.0,20096.0,522.0,17040.0,0.0,117.59375,1123455.4,1705017.2,1.111,82.50139999999999,22403.2,,48073.0,0.10299999999999995,7.495900000000001,,,5216.4
"[2010-05-05, 2010-05-11]",0.0,1673.8400000000001,0.0,34858.6,2010-05-11,36051.0,1002.0,19277.0,526.0,16250.0,0.0,119.246875,1656947.4,1774803.6,1.1920000000000002,84.57079999999999,47648.8,,46242.2,-0.08125000000000003,7.7,,,4870.8
